id,name,description,price,Qty,image
195,K.P. Namboodiri's Natural Salt Toothpaste,K.P. Namboodiri's Natural Salt Toothpaste,23,1,K_P_Namboodiri_s_Natural_Salt_Toothpaste.png
196,Kellogg's All Bran Wheat Flakes,Kellogg's All Bran Wheat Flakes,199,1,Kellogg_s_All_Bran_Wheat_Flakes_Kellogg_s.png
197,Kellogg's Chocos,Kellogg's Chocos,55,1,Kellogg_s_Chocos_Kellogg_s.png
198,Kellogg's Chocos Mocns & Stars,Kellogg's Chocos Mocns & Stars,67,1,Kellogg_s_Chocos_Mocns_Stars_Kellogg_s.png
199,Kellogg's Corn Flakes Orginal & The Best,Kellogg's Corn Flakes Orginal & The Best,295,1,Kellogg_s_Corn_Flakes_Orginal_The_Best_Kellogg_s.png
200,Kellogg's Corn Flakes With Real Strawberry Puree With Iron Shakti,Kellogg's Corn Flakes With Real Strawberry Puree With Iron Shakti,45,1,Kellogg_s_Corn_Flakes_With_Real_Strawberry_Puree_With_Iron_Shakti_Kellogg_s.png
201,Kellogg's Muesli Crunch Fruit And Nut,Kellogg's Muesli Crunch Fruit And Nut,290;150,1,Kellogg_s_Muesli_Crunch_Fruit_And_Nut_Kellogg_s.png
202,Kellogg's Muesli Nuts Delight,Kellogg's Muesli Nuts Delight,285,1,Kellogg_s_Muesli_Nuts_Delight_Kellogg_s.png
203,Kellogg's Special K Orginal,Kellogg's Special K Orginal,60,1,Kellogg_s_Special_K_Orginal_Kellogg_s.png
204,Kinder Joy With Surprise Kinder Joy,Kinder Joy With Surprise Kinder Joy,40,1,Kinder_Joy_With_Surprise_Kinder_Joy.png
205,Kinder Schokobons Crispy Kinder,Kinder Schokobons Crispy Kinder,40,1,Kinder_Schokobons_Crispy_Kinder.png
206,Kissan Mixed Friut Jam,Kissan Mixed Friut Jam,135,1,Kissan_Mixed_Friut_Jam_Jam.png
207,Kissan Tomato Sauce,Kissan Tomato Sauce,103,1,Kissan_Tomato_Sauce.png
208,Knorr Supy Noodles Mast Masala,Knorr Supy Noodles Mast Masala,15,1,Knorr_Supy_Noodles_Mast_Masala.png
209,Kurkure Green Chutney Style Chips,Kurkure Green Chutney Style Chips,5,1,Kurkure_Green_Chutney_Style_Chips.png
210,Kurkure Green Chutney Style Snacks,Kurkure Green Chutney Style Snacks,20,1,Kurkure_Green_Chutney_Style_Snacks.png
211,Kurkure Masala Munch Snacks,Kurkure Masala Munch Snacks,5,1,Kurkure_Masala_Munch_Snacks.png
212,Kurkure Multigrain Curry & Herbs Flavour Snacks,Kurkure Multigrain Curry & Herbs Flavour Snacks,10,1,Kurkure_Multigrain_Curry_Herbs_Flavour_Snacks.png
213,Kurkure Puffcorn Yummy Cheese Snacks,Kurkure Puffcorn Yummy Cheese Snacks,5,1,Kurkure_Puffcorn_Yummy_Cheese_Snacks.png
214,Kwality  Wall's Majestic Kesar Pista Ice Cream,Kwality  Wall's Majestic Kesar Pista Ice Cream,155,1,Kwality_Wall_s_Majestic_Kesar_Pista_Ice_Cream.png
215,Kwality  Wall's So Alophonso Mango Ice Cream,Kwality  Wall's So Alophonso Mango Ice Cream,129,1,Kwality_Wall_s_So_Alophonso_Mango_Ice_Cream.png
216,Kwality Wall's Blusining Strawberry Ice Cream,Kwality Wall's Blusining Strawberry Ice Cream,99,1,Kwality_Wall_s_Blusining_Strawberry_Ice_Cream.png
217,Kwality Wall's Cassatta Ice Cream,Kwality Wall's Cassatta Ice Cream,55,1,Kwality_Wall_s_Cassatta_Ice_Cream.png
218,Kwality Wall's Choco Bar Mini,Kwality Wall's Choco Bar Mini,10,1,Kwality_Wall_s_Choco_Bar_Mini.png
219,Kwality Wall's Choco Vanilla Cornetto Ice Cream Choco Cone,Kwality Wall's Choco Vanilla Cornetto Ice Cream Choco Cone,30,1,Kwality_Wall_s_Choco_Vanilla_Cornetto_Ice_Cream_Choco_Cone.png
220,Kwality Wall's Chocolate Feast Bar,Kwality Wall's Chocolate Feast Bar,35,1,Kwality_Wall_s_Chocolate_Feast_Bar.png
221,Kwality Wall's Dazzli Tutti Frutti Ice Cream,Kwality Wall's Dazzli Tutti Frutti Ice Cream,125,1,Kwality_Wall_s_Dazzli_Tutti_Frutti_Ice_Cream.png
222,Kwality Wall's Double Chocolate Cornetto Ice Cream Cone,Kwality Wall's Double Chocolate Cornetto Ice Cream Cone,40,1,Kwality_Wall_s_Double_Chocolate_Cornetto_Ice_Cream_Cone.png
223,Kwality Wall's Ice Cream Ice Cream,Kwality Wall's Ice Cream Ice Cream,15,1,Kwality_Wall_s_Ice_Cream_Ice_Cream.png
224,Kwality Wall's Mango Zap,Kwality Wall's Mango Zap,25,1,Kwality_Wall_s_Mango_Zap.png
225,Kwality Wall's Paddle Pop Cola Blast Ice Bar,Kwality Wall's Paddle Pop Cola Blast Ice Bar,10,1,Kwality_Wall_s_Paddle_Pop_Cola_Blast_Ice_Bar.png
226,Kwality Wall's Sandwich Chocolate & Vanilla Ice Cream,Kwality Wall's Sandwich Chocolate & Vanilla Ice Cream,30,1,Kwality_Wall_s_Sandwich_Chocolate_Vanilla_Ice_Cream.png
227,Kwality Wall's Shahi Kulfi,Kwality Wall's Shahi Kulfi,20,1,Kwality_Wall_s_Shahi_Kulfi.png
228,Kwality Wall's Shameless Vanilla Ice Cream,Kwality Wall's Shameless Vanilla Ice Cream,99,1,Kwality_Wall_s_Shameless_Vanilla_Ice_Cream.png
229,Lakme 9 to 5 CC Complexion Care Cream,Lakme 9 to 5 CC Complexion Care Cream,99,1,Lakme_9_to_5_CC_Complexion_Care_Cream.png
230,Lakme Absolute Perfect Radiance Face Cream,Lakme Absolute Perfect Radiance Face Cream,125,1,Lakme_Absolute_Perfect_Radiance_Face_Cream.png
231,Layer'r Shot Body Perfume,Layer'r Shot Body Perfume,195,1,Layer_r_Shot_Body_Perfume.png
232,Lehar Ecervess Soda,Lehar Ecervess Soda,15,1,Lehar_Ecervess_Soda.png
233,Lever Ayush Aloe Vera Cooling Face Gel,Lever Ayush Aloe Vera Cooling Face Gel,80,1,Lever_Ayush_Aloe_Vera_Cooling_Face_Gel.png
234,Lever Ayush Aval Millet Pongal Breakfast Mix,Lever Ayush Aval Millet Pongal Breakfast Mix,15,1,Lever_Ayush_Aval_Millet_Pongal_Breakfast_Mix.png
235,Lever Ayush Freshness Gel Cardamom Toothpaste,Lever Ayush Freshness Gel Cardamom Toothpaste,32,1,Lever_Ayush_Freshness_Gel_Cardamom_Toothpaste.png
236,Lever Ayush Freshness Gel Toothpaste,Lever Ayush Freshness Gel Toothpaste,75,1,Lever_Ayush_Freshness_Gel_Toothpaste.png
237,Lever Ayush Oil Clear Aloe Vera Face Wash,Lever Ayush Oil Clear Aloe Vera Face Wash,50,1,Lever_Ayush_Oil_Clear_Aloe_Vera_Face_Wash.png
238,Lever Ayush Whitening With Rock Salt Toothpaste,Lever Ayush Whitening With Rock Salt Toothpaste,32,1,Lever_Ayush_Whitening_With_Rock_Salt_Toothpaste.png
239,Lifebuoy Active Silver Formula Nature Hand Wash,Lifebuoy Active Silver Formula Nature Hand Wash,69,1,Lifebuoy_Active_Silver_Formula_Nature_Hand_Wash.png
240,Lion Arabian Dates Buy 1 Get 1 Free,Lion Arabian Dates Buy 1 Get 1 Free,187;100,1,Lion_Arabian_Dates_Buy_1_Get_1_Free.png
241,Lion Dates Syrup,Lion Dates Syrup,196;107;66,1,Lion_Dates_Syrup.png
242,Lion Desertking Dates ,Lion Desertking Dates ,120;228,1,Lion_Desertking_Dates_.png
243,Lotte Choco Pie Premium Quality,Lotte Choco Pie Premium Quality,10,1,Lotte_Choco_Pie_Premium_Quality.png
244,Maaza Refresh Cool Drink,Maaza Refresh Cool Drink,10,1,Maaza_Refresh_Cool_Drink.png
245,Maggi 2 Minute Noodels,Maggi 2 Minute Noodels,12;23,1,Maggi_2_Minute_Noodels.png
246,Maggi Sweetcorn Noodels,Maggi Sweetcorn Noodels,25,1,Maggi_Sweetcorn_Noodels.png
247,Mamy Poko Pants Extra Absorb For New Born Babys,Mamy Poko Pants Extra Absorb For New Born Babys,99,1,Mamy_Poko_Pants_Extra_Absorb_For_New_Born_Babys.png
248,Mamy Poko Pants Extra Absorb Large Baby's Diaper,Mamy Poko Pants Extra Absorb Large Baby's Diaper,499,1,Mamy_Poko_Pants_Extra_Absorb_Large_Baby_s_Diaper.png
249,Mamy Poko Pants Extra Absorb Small Baby's Diaper,Mamy Poko Pants Extra Absorb Small Baby's Diaper,195,1,Mamy_Poko_Pants_Extra_Absorb_Small_Baby_s_Diaper.png
250,Mamy Poko Pants Extra Absorb XXL Baby's Diaper,Mamy Poko Pants Extra Absorb XXL Baby's Diaper,275;499;275,1,Mamy_Poko_Pants_Extra_Absorb_XXL_Baby_s_Diaper.png
251,Mamy Poko Pants Extra Absorb XXXL Baby's Diaper,Mamy Poko Pants Extra Absorb XXXL Baby's Diaper,299,1,Mamy_Poko_Pants_Extra_Absorb_XXXL_Baby_s_Diaper.png
252,Mamy Poko Pants New Born Baby's Diaper,Mamy Poko Pants New Born Baby's Diaper,8,1,Mamy_Poko_Pants_New_Born_Baby_s_Diaper.png
253,Mamy Poko Pants Size Small Baby's Diaper,Mamy Poko Pants Size Small Baby's Diaper,9,1,Mamy_Poko_Pants_Size_Small_Baby_s_Diaper.png
254,Mamy Poko Pants Size XL Baby's Diaper,Mamy Poko Pants Size XL Baby's Diaper,16,1,Mamy_Poko_Pants_Size_XL_Baby_s_Diaper.png
255,Mccain Frenchfries Fried,Mccain Frenchfries Fried,45,1,Mccain_Frenchfries_Fried_Snacks.png
256,Mccain Mini Samosa And French Fries Fired,Mccain Mini Samosa And French Fries Fired,100,1,Mccain_Mini_Samosa_And_French_Fries_Fired_Snacks.png
257,Mccain Smiles Fried,Mccain Smiles Fried,45;107,1,Mccain_Smiles_Fried_Snacks.png
258,Medimix Sandal Handwash,Medimix Sandal Handwash,180,1,Medimix_Sandal_Handwash.png
259,Milky Mist Cheese Block,Milky Mist Cheese Block,114,1,Milky_Mist_Cheese_Block.png
260,Milky Mist Cooking Butter Un Salted,Milky Mist Cooking Butter Un Salted,100;240,1,Milky_Mist_Cooking_Butter_Un_Salted.png
261,Milky Mist Farm Fresh Butter Milk,Milky Mist Farm Fresh Butter Milk,8,1,Milky_Mist_Farm_Fresh_Butter_Milk.png
262,Milky Mist Fresh Cream Medium,Milky Mist Fresh Cream Medium,60,1,Milky_Mist_Fresh_Cream_Medium.png
263,Milky Mist Green Apple Lassi,Milky Mist Green Apple Lassi,20,1,Milky_Mist_Green_Apple_Lassi.png
264,Milky Mist Gulab Jamun Mix Buy 1 Get 1 Free,Milky Mist Gulab Jamun Mix Buy 1 Get 1 Free,99,1,Milky_Mist_Gulab_Jamun_Mix_Buy_1_Get_1_Free.png
265,Minute Maid Apple Cool Drink,Minute Maid Apple Cool Drink,10,1,Minute_Maid_Apple_Cool_Drink.png
266,Minute Maid Pulpy Orange Drink,Minute Maid Pulpy Orange Drink,35,1,Minute_Maid_Pulpy_Orange_Drink.png
267,Minute Maid Smoothie Mango + Banana,Minute Maid Smoothie Mango + Banana,30,1,Minute_Maid_Smoothie_Mango_Banana.png
268,Mirinda Orange Juice,Mirinda Orange Juice,90,1,Mirinda_Orange_Juice.png
269,Monster Energy Drink,Monster Energy Drink,95,1,Monster_Energy_Drink.png
270,MTR Gulab Jamun,MTR Gulab Jamun,220,1,Mtr_Gulab_Jamun.png
271,MTR Rasagolla,MTR Rasagolla,115,1,Mtr_Rasagolla.png
272,Naga Bubbly Maida,Naga Bubbly Maida,58,1,Naga_Bubbly_Maida.png
273,Nataraj Pen,Nataraj Pen,5,1,Nataraj_Pen.png
274,Nataraj Pencil,Nataraj Pencil,3;40,1,Nataraj_Pencil.png
275,Neem Active Toothpaste,Neem Active Toothpaste,10,1,Neem_Active_Toothpast.png
276,Nestle Cerelac Wheat Apple Carrot Cerelac,Nestle Cerelac Wheat Apple Carrot Cerelac,195,1,Nestle_Cerelac_Wheat_Apple_Carrot_Cerelac.png
277,Nestle Cerelac Wheat Apple Cerelac,Nestle Cerelac Wheat Apple Cerelac,179,1,Nestle_Cerelac_Wheat_Apple_Cerelac.png
278,Nestle Cerelac Wheat Nestle Cerelac,Nestle Cerelac Wheat Nestle Cerelac,169,1,Nestle_Cerelac_Wheat_Nestle_Cerelac.png
279,Nestle Cerelac Wheat Rice Mixed Fruit,Nestle Cerelac Wheat Rice Mixed Fruit,229,1,Nestle_Cerelac_Wheat_Rice_Mixed_Fruit_Cerelac.png
280,Nestle Nan Pro 1,Nestle Nan Pro 1,560,1,Nestle_Nan_Pro_1_Nestle.png
281,Nippon Aa Hi Top Heavy Duty Battery,Nippon Aa Hi Top Heavy Duty Battery,15,1,Nippon_Aa_Hi_Top_Heavy_Duty_Battery.png
282,Nippon Gold Aaa Extra Heavy Duty Battery,Nippon Gold Aaa Extra Heavy Duty Battery,12.5,1,Nippon_Gold_Aaa_Extra_Heavy_Duty_Battery.png
283,Nivea Fruit Lip Balm,Nivea Fruit Lip Balm,45,1,Nivea_Fruit_Lip_Balm.png
284,Nivea Soft Vitamin E Light Moisturiser,Nivea Soft Vitamin E Light Moisturiser,36,1,Nivea_Soft_Vitamin_E_Light_Moisturiser.png
285,Nut Khhut Black Raisins Seedless,Nut Khhut Black Raisins Seedless,130,1,Nut_Khhut_Black_Raisins_Seedless.png
286,Olay Anti Ageing Cream Age Protect Cream,Olay Anti Ageing Cream Age Protect Cream,189;329,1,Olay_Anti_Ageing_Cream_Age_Protect_Cream.png
287,Olay Lightweight Day Spf 15 Anti Ageing Cream,Olay Lightweight Day Spf 15 Anti Ageing Cream,399,1,Olay_Lightweight_Day_Spf_15_Anti_Ageing_Cream.png
288,Olay Natural White Day Spf 24 Fairness Cream,Olay Natural White Day Spf 24 Fairness Cream,365,1,Olay_Natural_White_Day_Spf_24_Fairness_Cream.png
289,Olay Natural White Instant With UV Protect Fairness Cream,Olay Natural White Instant With UV Protect Fairness Cream,169,1,Olay_Natural_White_Instant_With_UV_Protect_Fairness_Cream.png
290,Olay Night Nourishing Repair Cream,Olay Night Nourishing Repair Cream,365,1,Olay_Night_Nourishing_Repair_Cream.png
291,Old Spice After Shave Loation Orginal,Old Spice After Shave Loation Orginal,215,1,Old_Spice_After_Shave_Loation_Orginal.png
292,Old Spice Orginal Deodorant Spray,Old Spice Orginal Deodorant Spray,199,1,Old_Spice_Orginal_Deodorant_Spray.png
293,Pampers 5 Star Skin Comfort For For Bew Babys Upto 5kg Baby's Diaper,Pampers 5 Star Skin Comfort For For Bew Babys Upto 5kg Baby's Diaper,399,1,Pampers_5_Star_Skin_Comfort_For_For_Bew_Babys_Upto_5kg_Baby_s_Diaper.png
294,Pampers Fresh Clean Baby Wipes,Pampers Fresh Clean Baby Wipes,185,1,Pampers_Fresh_Clean_Baby_Wipes.png
295,Park Avenue Lemon Storm Shaving Cream,Park Avenue Lemon Storm Shaving Cream,35,1,Park_Avenue_Lemon_Storm_Shaving_Cream.png
296,Parle Hide & Seek Chocolate Chips,Parle Hide & Seek Chocolate Chips,30;10,1,Parle_Hide_Seek_Chocolate_Chips.png
297,Parle Hide & Seek Choco Chips Strawberry Creme Sandwiches,Parle Hide & Seek Choco Chips Strawberry Creme Sandwiches,25,1,Parle_Hide_Seek_Choco_Chips_Strawberry_Creme_Sandwiches.png
298,Parle Hide & Seek Choco Rolls,Parle Hide & Seek Choco Rolls,25,1,Parle_Hide_Seek_Choco_Rolls.png
299,Parle Krackjack Butter Masala Biscuits,Parle Krackjack Butter Masala Biscuits,10,1,Parle_Krackjack_Butter_Masala_Biscuits.png
300,Parle Milano Choco Delight Biscuits,Parle Milano Choco Delight Biscuits,35,1,Parle_Milano_Choco_Delight_Biscuits.png
301,Parle Milano Mixed Berries Biscuits,Parle Milano Mixed Berries Biscuits,35,1,Parle_Milano_Mixed_Berries_Biscuits.png
302,Parle Milk Shakthi Biscuits,Parle Milk Shakthi Biscuits,10,1,Parle_Milk_Shakthi_Biscuits.png
303,Parle Nutricrunch Digestive Biscuits,Parle Nutricrunch Digestive Biscuits,20,1,Parle_Nutricrunch_Digestive_Biscuits.png
304,Parry's Amrit Natural Brown Sugar,Parry's Amrit Natural Brown Sugar,40,1,Parry_s_Amrit_Natural_Brown_Sugar.png
305,Pattu Mami's Appalam,Pattu Mami's Appalam,80,1,Pattu_Mami_s_Appalam.png
306,Pepsi Energy Drink,Pepsi Energy Drink,35,1,Pepsi_Energy_Drink.png
307,Pepsi Soft Drink Pet,Pepsi Soft Drink Pet,65,1,Pepsi_Soft_Drink_Pet.png
308,Pepsodent Cavity Protection 2 In 1 Fight Grems & Freshens Breath Toothpaste,Pepsodent Cavity Protection 2 In 1 Fight Grems & Freshens Breath Toothpaste,49,1,Pepsodent_Cavity_Protection_2_In_1_Fight_Grems_Freshens_Breath_Toothpaste.png
309,Pepsodent Gumcare+ Toothpaste,Pepsodent Gumcare+ Toothpaste,50,1,Pepsodent_Gumcare_Toothpaste.png
310,Pepsodent Lavang & Salt Toothpaste,Pepsodent Lavang & Salt Toothpaste,92,1,Pepsodent_Lavang_Salt_Toothpaste.png
311,Perk Double,Perk Double,10,1,Perk_Double_Perk.png
312,Pond's Dreamflower Face Powder,Pond's Dreamflower Face Powder,225;78,1,Pond_s_Dreamflower_Face_Powder.png
313,Pond's Sandal Talcum Powder,Pond's Sandal Talcum Powder,235;52,1,Pond_s_Sandal_Talcum_Powder.png
314,Pond's Starlight Face Powder,Pond's Starlight Face Powder,225,1,Pond_s_Starlight_Face_Powder.png
315,Pond's White Beauty BB+ Fairness Cream,Pond's White Beauty BB+ Fairness Cream,78,1,Pond_s_White_Beauty_BB_Fairness_Cream.png
316,Pond's White Beauty Anti Spot Fairness Cream,Pond's White Beauty Anti Spot Fairness Cream,145,1,Pond_s_White_Beauty_Anti_Spot_Fairness_Cream.png
317,Pond's White Beauty Spot Less Fairness Cream,Pond's White Beauty Spot Less Fairness Cream,67,1,Pond_s_White_Beauty_Spot_Less_Fairness_Cream.png
318,Pond's White Beauty Spot Less Softness Cream,Pond's White Beauty Spot Less Softness Cream,78,1,Pond_s_White_Beauty_Spot_Less_Softness_Cream.png
319,Popi Corn Creamy Cheese Popcorn,Popi Corn Creamy Cheese Popcorn,5,1,Popi_Corn_Creamy_Cheese_Popcorn.png
320,Popi Corn Popcorn,Popi Corn Popcorn,5,1,Popi_Corn_Popcorn.png
321,Popi Corn Tomato Chilli Popcorn,Popi Corn Tomato Chilli Popcorn,5,1,Popi_Corn_Tomato_Chilli_Popcorn.png
322,Relish Potato Finger Mint,Relish Potato Finger Mint,33,1,Relish_Potato_Finger_Mint.png
323,Premier Paper Handkerchief,Premier Paper Handkerchief,10,1,Premier_Paper_Handkerchief.png
324,Premium Mangalmay Home Fragrances Samriddhi Jasmine & Ratrsni,Premium Mangalmay Home Fragrances Samriddhi Jasmine & Ratrsni,150,1,Premium_Mangalmay_Home_Fragrances_Samriddhi_Jasmine_Ratrsni.png
325,Real Fruit Power Litch Fruit Juice,Real Fruit Power Litch Fruit Juice,20,1,Real_Fruit_Power_Litch_Fruit_Juice.png
326,Real Fruit Power Mango Fruit Juice,Real Fruit Power Mango Fruit Juice,20,1,Real_Fruit_Power_Mango_Fruit_Juice.png
327,Relish Cheese Ball,Relish Cheese Ball,28,1,Relish_Cheese_Ball_Snacks.png
328,Relish Chekkodi,Relish Chekkodi,40,1,Relish_Chekkodi.png
329,Relish Gold Finger Chips,Relish Gold Finger Chips,20,1,Relish_Gold_Finger_Chips.png
330,Relish Masala Ring,Relish Masala Ring,27,1,Relish_Masala_Ring_nacks.png
331,Relish Noodel Ring,Relish Noodel Ring,27,1,Relish_Noodel_Ring_Snacks.png
332,Relish Noodle Rings,Relish Noodle Rings,27,1,Relish_Noodle_Rings_Snacks.png
333,Relish Ola Pakoda,Relish Ola Pakoda,40,1,Relish_Ola_Pakoda.png
334,Relish Paneer Drink,Relish Paneer Drink,15,1,Relish_Paneer_Drink.png
335,Relish Potato Chips Salted Snacks,Relish Potato Chips Salted Snacks,33,1,Relish_Potato_Chips_Salted_Snacks.png
336,Relish Potato Finger Chilli,Relish Potato Finger Chilli,33,1,Relish_Potato_Finger_Chilli.png
337,Relish Tomato Balls,Relish Tomato Balls,27,1,Relish_Tomato_Balls_Snacks.png
338,Rin Liquid,Rin Liquid,65;105,1,Rin_Liquid.png
339,Rin Smart Foam Detergent Powder,Rin Smart Foam Detergent Powder,82;42,1,Rin_Smart_Foam_Detergent_Powder.png
340,Ruchi Gold Refined Palmoleon Oil,Ruchi Gold Refined Palmoleon Oil,91,1,Ruchi_Gold_Refined_Palmoleon_Oil.png
341,Sensodyne Daily Protection Toothpaste,Sensodyne Daily Protection Toothpaste,25,1,Sensodyne_Daily_Protection_Toothpaste.png
342,Sensodyne Deep Clean Toothpaste,Sensodyne Deep Clean Toothpaste,60,1,Sensodyne_Deep_Clean_Toothpaste.png
343,Sprite Cool Drink Pet,Sprite Cool Drink Pet,40;90,1,Sprite_Cool_Drink_Pet.png
344,Sprite Cool Drink Tin,Sprite Cool Drink Tin,35,1,Sprite_Cool_Drink_Tin.png
345,Star Ravai,Star Ravai,28,1,Star_Ravai.png
346,Star Rice Flour,Star Rice Flour,28,1,Star_Rice_Flour.png
347,Star Samba Broken Wheat,Star Samba Broken Wheat,50,1,Star_Samba_Broken_Wheat.png
348,Bhagyalakshmi Kashmir Chilli,Bhagyalakshmi Kashmir Chilli,180;90;45,1,Bhagyalakshmi_Kashmir_Chilli.png
349,Bhagyalakshmi Long Chilli,Bhagyalakshmi Long Chilli,108;54;27,1,Bhagyalakshmi_Long_Chilli.png
350,Bhagyalakshmi Long Turmeric,Bhagyalakshmi Long Turmeric,140;70;35,1,Bhagyalakshmi_Long_Turmeric.png
351,Bhagyalakshmi Ragi Semiya,Bhagyalakshmi Ragi Semiya,63;31.5;16,1,Bhagyalakshmi_Ragisemiya.png
352,Sree Singarapu Store White Channa,Sree Singarapu Store White Channa,50,1,Sree_Singarapu_Store_White_Channa.png
353,Sree Singarapu Store Alpakoda,Sree Singarapu Store Alpakoda,35,1,Sree_Singarapu_Store_Alpakoda.png
354,Sree Singarapu Store Barley,Sree Singarapu Store Barley,14;7,1,Sree_Singarapu_Store_Barlae.png
355,Sree Singarapu Store Big Javvarisi,Sree Singarapu Store Big Javvarisi,7,1,Sree_Singarapu_Store_Big_Javvarisi.png
356,Sree Singarapu Store Black Cumins,Sree Singarapu Store Black Cumins,20,1,Sree_Singarapu_Store_Black_Cumins.png
357,Sree Singarapu Store Black Orid Dhall,Sree Singarapu Store Black Orid Dhall,80,1,Sree_Singarapu_Store_Black_Orid_Dhall.png
358,Sree Singarapu Store Black Rajma,Sree Singarapu Store Black Rajma,11,1,Sree_Singarapu_Store_Black_Rajma.png
359,Sree Singarapu Store Black Till,Sree Singarapu Store Black Till,18;9,1,Sree_Singarapu_Store_Black_Till.png
360,Sree Singarapu Store Blk Patha Oriddhall,Sree Singarapu Store Blk Patha Oriddhall,9,1,Sree_Singarapu_Store_Blk_Patha_Oriddhall.png
361,Sree Singarapu Store Bori,Sree Singarapu Store Bori,40,1,Sree_Singarapu_Store_Bori.png
362,Sree Singarapu Store Cardamom,Sree Singarapu Store Cardamom,50,1,Sree_Singarapu_Store_Cardamom.png
363,Sree Singarapu Store Cashew,Sree Singarapu Store Cashew,80,1,Sree_Singarapu_Store_Cashew.png
364,Sree Singarapu Store Cassai\Pattai Cassai\Pattai,Sree Singarapu Store Cassai\Pattai Cassai\Pattai,30;15,1,Sree_Singarapu_Store_Cassai_Pattai_Cassai_Pattai.png
365,Sree Singarapu Store Cloves,Sree Singarapu Store Cloves,76,1,Sree_Singarapu_Store_Cloves.png
366,Sree Singarapu Store Dhaniya,Sree Singarapu Store Dhaniya,60,1,Sree_Singarapu_Store_Dhaniya.png
367,Sree Singarapu Store Diamond Kalkandu,Sree Singarapu Store Diamond Kalkandu,15,1,Sree_Singarapu_Store_Diamond_Kalkandu.png
368,Sree Singarapu Store Dosa Puli,Sree Singarapu Store Dosa Puli,28;55;110,1,Sree_Singarapu_Store_Dosa_Puli.png
369,Sree Singarapu Store Dry Grapes,Sree Singarapu Store Dry Grapes,40,1,Sree_Singarapu_Store_Dry_Grapes.png
370,Sree Singarapu Store Fried Gram,Sree Singarapu Store Fried Gram,50,1,Sree_Singarapu_Store_Fried_Gram.png
371,Sree Singarapu Store Gram Flour,Sree Singarapu Store Gram Flour,40,1,Sree_Singarapu_Store_Gram_Flour.png
372,Sree Singarapu Store Groundnut Dry,Sree Singarapu Store Groundnut Dry,110,1,Sree_Singarapu_Store_Groundnut_Dry.png
373,Sree Singarapu Store Idly Rice Orange,Sree Singarapu Store Idly Rice Orange,36,1,Sree_Singarapu_Store_Idly_Rice_Orange.png
374,Sree Singarapu Store Kasa Kasa,Sree Singarapu Store Kasa Kasa,17,1,Sree_Singarapu_Store_Kasa_Kasa.png
375,Sree Singarapu Store Kollu,Sree Singarapu Store Kollu,8,1,Sree_Singarapu_Store_Kollu.png
376,Sree Singarapu Store Long Chillies,Sree Singarapu Store Long Chillies,128,1,Sree_Singarapu_Store_Long_Chillies.png
377,Sree Singarapu Store Makka Cholam,Sree Singarapu Store Makka Cholam,10,1,Sree_Singarapu_Store_Makka_Cholam.png
378,Sree Singarapu Store Manathakali,Sree Singarapu Store Manathakali,24,1,Sree_Singarapu_Store_Manathakali.png
379,Sree Singarapu Store Mini Javvarisi,Sree Singarapu Store Mini Javvarisi,8;16,1,Sree_Singarapu_Store_Mini_Javvarisi.png
380,Sree Singarapu Store Mocha,Sree Singarapu Store Mocha,16;8,1,Sree_Singarapu_Store_Mocha.png
381,Sree Singarapu Store Moong Dhall,Sree Singarapu Store Moong Dhall,85;43,1,Sree_Singarapu_Store_Moong_Dhall.png
382,Sree Singarapu Store More Vathal,Sree Singarapu Store More Vathal,4.5,1,Sree_Singarapu_Store_More_Vathal.png
383,Sree Singarapu Store Mysore Dhall,Sree Singarapu Store Mysore Dhall,7,1,Sree_Singarapu_Store_Mysore_Dhall.png
384,Sree Singarapu Store Nattu Sugar,Sree Singarapu Store Nattu Sugar,53,1,Sree_Singarapu_Store_Nattu_Sugar.png
385,Sree Singarapu Store Net Mace,Sree Singarapu Store Net Mace,240,1,Sree_Singarapu_Store_Net_Mace.png
386,Sree Singarapu Store Net Meg,Sree Singarapu Store Net Meg,23,1,Sree_Singarapu_Store_Net_Meg.png
387,Sree Singarapu Store Orid Dhall,Sree Singarapu Store Orid Dhall,43,1,Sree_Singarapu_Store_Orid_Dhall.png
388,Sree Singarapu Store Orysa Sativa,Sree Singarapu Store Orysa Sativa,60,1,Sree_Singarapu_Store_Orysa_Sativa.png
389,Sree Singarapu Store Pacha Payaru,Sree Singarapu Store Pacha Payaru,45,1,Sree_Singarapu_Store_Pacha_Payaru.png
390,Sree Singarapu Store Pana Karkandu,Sree Singarapu Store Pana Karkandu,28,1,Sree_Singarapu_Store_Pana_Karkandu.png
391,Sree Singarapu Store Pongal Rice,Sree Singarapu Store Pongal Rice,44,1,Sree_Singarapu_Store_Pongal_Rice.png
392,Sree Singarapu Store Ragi SSS,Sree Singarapu Store Ragi SSS,23,1,Sree_Singarapu_Store_Ragi_SSS.png
393,Sree Singarapu Store Round Chilles,Sree Singarapu Store Round Chilles,96;47,1,Sree_Singarapu_Store_Round_Chilles.png
394,Sree Singarapu Store Sabja Seed,Sree Singarapu Store Sabja Seed,56,1,Sree_Singarapu_Store_Sabjaseed.png
395,Sree Singarapu Store Samba Wheat,Sree Singarapu Store Samba Wheat,28,1,Sree_Singarapu_Store_Samba_Wheat.png
